training.days,subject,item,testing.stimuli,response
day2,sub14,47,untrained,0
day2,sub14,20,trained,1
day2,sub14,17,untrained,0
day2,sub14,40,untrained,1
day2,sub14,36,untrained,0
day2,sub14,6,trained,1
day2,sub14,23,untrained,1
day2,sub14,21,trained,1
day2,sub14,19,trained,1
day2,sub14,11,untrained,1
day2,sub14,33,untrained,0
day2,sub14,37,untrained,0
day2,sub14,39,untrained,0
day2,sub14,35,untrained,0
day2,sub14,42,untrained,0
day2,sub14,45,untrained,0
day2,sub14,44,untrained,0
day2,sub14,5,trained,1
day2,sub2,38,untrained,0
day2,sub2,26,untrained,1
day2,sub2,37,untrained,0
day2,sub2,28,untrained,1
day2,sub2,36,untrained,0
day2,sub2,33,untrained,0
day2,sub2,18,trained,1
day2,sub2,40,untrained,0
day2,sub2,13,trained,1
day2,sub2,2,untrained,1
day2,sub2,11,trained,1
day2,sub2,30,trained,1
day2,sub2,27,trained,1
day2,sub2,4,trained,1
day2,sub2,35,untrained,0
day2,sub2,5,untrained,1
day2,sub2,32,untrained,1
day2,sub2,16,untrained,1
day2,sub2,39,untrained,0
day2,sub2,1,trained,1
day2,sub2,7,trained,1
day2,sub2,17,trained,1
day2,sub2,43,untrained,0
day2,sub2,41,untrained,0
day2,sub2,44,untrained,0
day2,sub2,31,untrained,1
day2,sub2,45,untrained,0
day2,sub2,34,untrained,0
day2,sub2,20,untrained,1
day2,sub2,48,untrained,0
day2,sub2,25,untrained,1
day2,sub2,21,untrained,1
day2,sub2,22,trained,1
day2,sub2,47,untrained,
day2,sub2,46,untrained,0
day2,sub2,29,trained,1
day2,sub2,12,trained,1
day2,sub2,42,untrained,0
day2,sub2,15,untrained,1
day2,sub2,24,trained,1
day2,sub2,6,untrained,1
day2,sub2,14,trained,1
day2,sub2,10,untrained,1
day2,sub2,8,trained,1
day2,sub2,3,untrained,1
day2,sub2,23,trained,1
day2,sub2,19,untrained,1
day2,sub2,9,untrained,1
day2,sub2,16,untrained,1
day2,sub2,35,untrained,0
day2,sub2,45,untrained,0
day2,sub2,8,trained,1
day2,sub2,46,untrained,0
day2,sub2,26,untrained,1
day2,sub2,40,untrained,0
day2,sub2,36,untrained,0
day2,sub2,38,untrained,0
day2,sub2,2,untrained,1
day2,sub2,43,untrained,0
day2,sub2,11,trained,1
day2,sub2,42,untrained,0
day2,sub2,29,trained,1
day2,sub2,48,untrained,0
day2,sub2,44,untrained,0
day2,sub2,20,untrained,1
day2,sub2,6,untrained,1
day2,sub2,1,trained,1
day2,sub2,17,trained,1
day2,sub2,10,untrained,1
day2,sub2,31,untrained,1
day2,sub2,25,untrained,1
day2,sub2,47,untrained,0
day2,sub2,41,untrained,0
day2,sub2,39,untrained,0
day2,sub2,24,trained,1
day2,sub2,33,untrained,0
day2,sub2,27,trained,1
day2,sub2,32,untrained,1
day2,sub2,23,trained,1
day2,sub2,37,untrained,0
day2,sub2,7,trained,1
day2,sub2,21,untrained,1
day2,sub2,13,trained,1
day2,sub2,4,trained,1
day2,sub2,18,trained,1
day2,sub2,19,untrained,1
day2,sub2,15,untrained,1
day2,sub2,3,untrained,1
day2,sub2,14,trained,1
day2,sub2,5,untrained,1
day2,sub2,9,untrained,1
day2,sub2,28,untrained,1
day2,sub2,22,trained,1
day2,sub2,30,trained,1
day2,sub2,34,untrained,0
day2,sub2,12,trained,1
day2,sub3,35,untrained,0
day2,sub3,31,trained,1
day2,sub3,22,untrained,1
day2,sub3,38,untrained,0
day2,sub3,40,untrained,0
day2,sub3,1,untrained,1
day2,sub3,36,untrained,0
day2,sub3,42,untrained,0
day2,sub3,30,untrained,1
day2,sub3,13,untrained,1
day2,sub3,4,untrained,1
day2,sub3,2,trained,1
day2,sub3,15,trained,1
day2,sub3,23,untrained,1
day2,sub3,25,trained,1
day2,sub3,32,trained,1
day2,sub3,37,untrained,0
day2,sub3,14,untrained,1
day2,sub3,26,trained,1
day2,sub3,21,trained,1
day2,sub3,41,untrained,0
day2,sub3,27,untrained,1
day2,sub3,44,untrained,0
day2,sub3,8,untrained,1
day2,sub3,3,trained,1
day2,sub3,45,untrained,0
day2,sub3,28,trained,1
day2,sub3,46,untrained,0
day2,sub3,43,untrained,0
day2,sub3,19,trained,1
day2,sub3,9,trained,1
day2,sub3,17,untrained,1
day2,sub3,6,trained,0
day2,sub3,11,untrained,1
day2,sub3,47,untrained,0
day2,sub3,16,trained,1
day2,sub3,29,untrained,1
day2,sub3,10,trained,1
day2,sub3,5,trained,1
day2,sub3,39,untrained,0
day2,sub3,18,untrained,1
day2,sub3,34,untrained,0
day2,sub3,7,untrained,0
day2,sub3,24,untrained,0
day2,sub3,12,untrained,1
day2,sub3,33,untrained,1
day2,sub3,48,untrained,0
day2,sub3,20,trained,1
day2,sub3,35,untrained,0
day2,sub3,32,trained,1
day2,sub3,22,untrained,1
day2,sub3,28,trained,1
day2,sub3,41,untrained,0
day2,sub3,16,trained,1
day2,sub3,13,untrained,1
day2,sub3,23,untrained,1
day2,sub3,38,untrained,0
day2,sub3,18,untrained,1
day2,sub3,45,untrained,0
day2,sub3,24,untrained,1
day2,sub3,29,untrained,1
day2,sub3,15,trained,1
day2,sub3,48,untrained,0
day2,sub3,36,untrained,0
day2,sub3,26,trained,0
day2,sub3,30,untrained,1
day2,sub3,7,untrained,1
day2,sub3,19,trained,1
day2,sub3,5,trained,1
day2,sub3,8,untrained,1
day2,sub3,43,untrained,0
day2,sub3,34,untrained,0
day2,sub3,37,untrained,0
day2,sub3,11,untrained,0
day2,sub3,47,untrained,0
day2,sub3,25,trained,1
day2,sub3,6,trained,1
day2,sub3,42,untrained,0
day2,sub3,3,trained,1
day2,sub3,31,trained,1
day2,sub3,44,untrained,1
day2,sub3,46,untrained,0
day2,sub3,9,trained,1
day2,sub3,10,trained,1
day2,sub3,14,untrained,1
day2,sub3,27,untrained,1
day2,sub3,20,trained,0
day2,sub3,4,untrained,1
day2,sub3,1,untrained,1
day2,sub3,40,untrained,0
day2,sub3,39,untrained,0
day2,sub3,21,trained,1
day2,sub3,17,untrained,1
day2,sub3,2,trained,1
day2,sub3,33,untrained,0
day2,sub3,12,untrained,1
day2,sub4,28,trained,1
day2,sub4,26,trained,1
day2,sub4,47,untrained,0
day2,sub4,37,untrained,0
day2,sub4,8,untrained,1
day2,sub4,38,untrained,0
day2,sub4,11,untrained,1
day2,sub4,12,untrained,1
day2,sub4,2,trained,1
day2,sub4,15,trained,1
day2,sub4,48,untrained,0
day2,sub4,7,untrained,1
day2,sub4,43,untrained,0
day2,sub4,29,untrained,1
day2,sub4,13,untrained,1
day2,sub4,40,untrained,0
day2,sub4,36,untrained,0
day2,sub4,21,trained,1
day2,sub4,32,trained,1
day2,sub4,20,trained,1
day2,sub4,16,trained,1
day2,sub4,34,untrained,0
day2,sub4,17,untrained,1
day2,sub4,35,untrained,0
day2,sub4,33,untrained,0
day2,sub4,30,untrained,1
day2,sub4,25,trained,1
day2,sub4,23,untrained,1
day2,sub4,39,untrained,0
day2,sub4,42,untrained,0
day2,sub4,6,trained,1
day2,sub4,44,untrained,0
day2,sub4,31,trained,1
day2,sub4,4,untrained,1
day2,sub4,3,trained,1
day2,sub4,22,untrained,1
day2,sub4,18,untrained,1
day2,sub4,14,untrained,1
day2,sub4,1,untrained,1
day2,sub4,46,untrained,0
day2,sub4,5,trained,1
day2,sub4,45,untrained,0
day2,sub4,41,untrained,0
day2,sub4,24,untrained,1
day2,sub4,27,untrained,1
day2,sub4,10,trained,1
day2,sub4,9,trained,
day2,sub4,19,trained,1
day2,sub4,34,untrained,0
day2,sub4,31,trained,1
day2,sub4,8,untrained,1
day2,sub4,48,untrained,0
day2,sub4,4,untrained,1
day2,sub4,41,untrained,0
day2,sub4,40,untrained,0
day2,sub4,13,untrained,1
day2,sub4,2,trained,1
day2,sub4,32,trained,1
day2,sub4,39,untrained,0
day2,sub4,37,untrained,0
day2,sub4,25,trained,1
day2,sub4,16,trained,1
day2,sub4,21,trained,1
day2,sub4,24,untrained,1
day2,sub4,26,trained,1
day2,sub4,3,trained,1
day2,sub4,44,untrained,0
day2,sub4,28,trained,1
day2,sub4,7,untrained,1
day2,sub4,9,trained,1
day2,sub4,6,trained,1
day2,sub4,23,untrained,1
day2,sub4,46,untrained,0
day2,sub4,45,untrained,0
day2,sub4,42,untrained,0
day2,sub4,14,untrained,1
day2,sub4,11,untrained,1
day2,sub4,22,untrained,1
day2,sub4,20,trained,1
day2,sub4,27,untrained,1
day2,sub4,17,untrained,1
day2,sub4,43,untrained,0
day2,sub4,5,trained,1
day2,sub4,33,untrained,0
day2,sub4,15,trained,1
day2,sub4,30,untrained,1
day2,sub4,35,untrained,0
day2,sub4,36,untrained,0
day2,sub4,47,untrained,0
day2,sub4,12,untrained,1
day2,sub4,10,trained,1
day2,sub4,18,untrained,1
day2,sub4,1,untrained,1
day2,sub4,29,untrained,1
day2,sub4,38,untrained,0
day2,sub4,19,trained,1
day2,sub5,29,untrained,1
day2,sub5,48,untrained,0
day2,sub5,7,untrained,1
day2,sub5,6,trained,1
day2,sub5,38,untrained,0
day2,sub5,25,trained,1
day2,sub5,17,untrained,1
day2,sub5,32,trained,1
day2,sub5,44,untrained,0
day2,sub5,3,trained,1
day2,sub5,30,untrained,1
day2,sub5,41,untrained,0
day2,sub5,10,trained,1
day2,sub5,4,untrained,1
day2,sub5,35,untrained,0
day2,sub5,13,untrained,1
day2,sub5,33,untrained,0
day2,sub5,21,trained,1
day2,sub5,24,untrained,1
day2,sub5,5,trained,1
day2,sub5,12,untrained,1
day2,sub5,1,untrained,1
day2,sub5,26,trained,1
day2,sub5,37,untrained,0
day2,sub5,20,trained,1
day2,sub5,45,untrained,0
day2,sub5,27,untrained,1
day2,sub5,19,trained,1
day2,sub5,2,trained,1
day2,sub5,22,untrained,1
day2,sub5,36,untrained,0
day2,sub5,31,trained,1
day2,sub5,28,trained,1
day2,sub5,47,untrained,0
day2,sub5,23,untrained,1
day2,sub5,43,untrained,0
day2,sub5,18,untrained,1
day2,sub5,34,untrained,0
day2,sub5,14,untrained,1
day2,sub5,16,trained,1
day2,sub5,39,untrained,0
day2,sub5,42,untrained,0
day2,sub5,15,trained,1
day2,sub5,9,trained,1
day2,sub5,8,untrained,1
day2,sub5,40,untrained,0
day2,sub5,46,untrained,0
day2,sub5,11,untrained,1
day2,sub5,43,untrained,0
day2,sub5,29,untrained,1
day2,sub5,39,untrained,0
day2,sub5,14,untrained,1
day2,sub5,9,trained,1
day2,sub5,3,trained,1
day2,sub5,7,untrained,1
day2,sub5,4,untrained,1
day2,sub5,33,untrained,0
day2,sub5,11,untrained,1
day2,sub5,37,untrained,0
day2,sub5,24,untrained,1
day2,sub5,15,trained,1
day2,sub5,27,untrained,1
day2,sub5,10,trained,1
day2,sub5,19,trained,1
day2,sub5,1,untrained,1
day2,sub5,23,untrained,1
day2,sub5,21,trained,1
day2,sub5,30,untrained,1
day2,sub5,20,trained,1
day2,sub5,26,trained,1
day2,sub5,25,trained,1
day2,sub5,28,trained,1
day2,sub5,48,untrained,0
day2,sub5,12,untrained,1
day2,sub5,22,untrained,1
day2,sub5,18,untrained,1
day2,sub5,13,untrained,1
day2,sub5,34,untrained,0
day2,sub5,8,untrained,1
day2,sub5,44,untrained,0
day2,sub5,46,untrained,0
day2,sub5,32,trained,1
day2,sub5,5,trained,1
day2,sub5,38,untrained,0
day2,sub5,6,trained,1
day2,sub5,2,trained,1
day2,sub5,31,trained,1
day2,sub5,16,trained,1
day2,sub5,17,untrained,1
day2,sub5,40,untrained,0
day2,sub5,45,untrained,0
day2,sub5,35,untrained,0
day2,sub5,47,untrained,0
day2,sub5,42,untrained,0
day2,sub5,41,untrained,0
day2,sub5,36,untrained,0
day2,sub6,32,untrained,1
day2,sub6,9,untrained,1
day2,sub6,16,untrained,1
day2,sub6,37,untrained,0
day2,sub6,34,untrained,0
day2,sub6,41,untrained,0
day2,sub6,31,untrained,1
day2,sub6,33,untrained,0
day2,sub6,29,trained,1
day2,sub6,22,trained,1
day2,sub6,13,trained,1
day2,sub6,38,untrained,0
day2,sub6,12,trained,1
day2,sub6,43,untrained,1
day2,sub6,36,untrained,0
day2,sub6,47,untrained,0
day2,sub6,18,trained,1
day2,sub6,15,untrained,1
day2,sub6,14,trained,1
day2,sub6,8,trained,1
day2,sub6,11,trained,1
day2,sub6,7,trained,1
day2,sub6,39,untrained,0
day2,sub6,4,trained,1
day2,sub6,24,trained,1
day2,sub6,26,untrained,1
day2,sub6,2,untrained,1
day2,sub6,17,trained,1
day2,sub6,40,untrained,0
day2,sub6,23,trained,1
day2,sub6,48,untrained,0
day2,sub6,20,untrained,1
day2,sub6,19,untrained,1
day2,sub6,5,untrained,1
day2,sub6,46,untrained,1
day2,sub6,27,trained,1
day2,sub6,1,trained,1
day2,sub6,42,untrained,0
day2,sub6,30,trained,1
day2,sub6,25,untrained,1
day2,sub6,45,untrained,1
day2,sub6,6,untrained,1
day2,sub6,28,untrained,1
day2,sub6,10,untrained,1
day2,sub6,3,untrained,1
day2,sub6,44,untrained,0
day2,sub6,21,untrained,1
day2,sub6,35,untrained,0
day2,sub6,9,untrained,1
day2,sub6,3,untrained,1
day2,sub6,38,untrained,0
day2,sub6,31,untrained,1
day2,sub6,14,trained,1
day2,sub6,34,untrained,0
day2,sub6,45,untrained,0
day2,sub6,11,trained,1
day2,sub6,30,trained,1
day2,sub6,42,untrained,0
day2,sub6,4,trained,1
day2,sub6,26,untrained,1
day2,sub6,48,untrained,0
day2,sub6,44,untrained,1
day2,sub6,35,untrained,0
day2,sub6,8,trained,1
day2,sub6,47,untrained,0
day2,sub6,43,untrained,0
day2,sub6,1,trained,1
day2,sub6,15,untrained,1
day2,sub6,20,untrained,1
day2,sub6,23,trained,1
day2,sub6,46,untrained,0
day2,sub6,32,untrained,1
day2,sub6,39,untrained,1
day2,sub6,16,untrained,1
day2,sub6,17,trained,1
day2,sub6,36,untrained,0
day2,sub6,33,untrained,0
day2,sub6,22,trained,1
day2,sub6,12,trained,1
day2,sub6,28,untrained,1
day2,sub6,6,untrained,1
day2,sub6,5,untrained,1
day2,sub6,10,untrained,1
day2,sub6,37,untrained,1
day2,sub6,40,untrained,0
day2,sub6,25,untrained,1
day2,sub6,18,trained,1
day2,sub6,41,untrained,0
day2,sub6,13,trained,1
day2,sub6,29,trained,1
day2,sub6,27,trained,1
day2,sub6,19,untrained,1
day2,sub6,7,trained,1
day2,sub6,24,trained,1
day2,sub6,2,untrained,1
day2,sub6,21,untrained,1
day2,sub7,14,trained,1
day2,sub7,41,untrained,1
day2,sub7,6,untrained,1
day2,sub7,45,untrained,1
day2,sub7,5,untrained,1
day2,sub7,36,untrained,0
day2,sub7,2,untrained,1
day2,sub7,47,untrained,1
day2,sub7,40,untrained,0
day2,sub7,43,untrained,1
day2,sub7,13,trained,1
day2,sub7,25,untrained,1
day2,sub7,48,untrained,1
day2,sub7,21,untrained,1
day2,sub7,42,untrained,0
day2,sub7,30,trained,1
day2,sub7,8,trained,1
day2,sub7,24,trained,1
day2,sub7,20,untrained,1
day2,sub7,29,trained,1
day2,sub7,10,untrained,1
day2,sub7,31,untrained,1
day2,sub7,3,untrained,1
day2,sub7,32,untrained,1
day2,sub7,11,trained,1
day2,sub7,46,untrained,0
day2,sub7,26,untrained,1
day2,sub7,28,untrained,1
day2,sub7,27,trained,1
day2,sub7,23,trained,1
day2,sub7,12,trained,1
day2,sub7,9,untrained,1
day2,sub7,19,untrained,1
day2,sub7,22,trained,1
day2,sub7,16,untrained,1
day2,sub7,15,untrained,1
day2,sub7,38,untrained,0
day2,sub7,44,untrained,0
day2,sub7,35,untrained,0
day2,sub7,39,untrained,0
day2,sub7,7,trained,1
day2,sub7,1,trained,1
day2,sub7,18,trained,1
day2,sub7,34,untrained,0
day2,sub7,4,trained,1
day2,sub7,37,untrained,0
day2,sub7,33,untrained,0
day2,sub7,17,trained,1
day2,sub7,34,untrained,0
day2,sub7,26,untrained,1
day2,sub7,15,untrained,1
day2,sub7,33,untrained,0
day2,sub7,48,untrained,1
day2,sub7,43,untrained,0
day2,sub7,23,trained,1
day2,sub7,40,untrained,0
day2,sub7,12,trained,1
day2,sub7,46,untrained,1
day2,sub7,41,untrained,0
day2,sub7,37,untrained,0
day2,sub7,9,untrained,1
day2,sub7,30,trained,1
day2,sub7,21,untrained,1
day2,sub7,31,untrained,1
day2,sub7,17,trained,1
day2,sub7,36,untrained,0
day2,sub7,47,untrained,1
day2,sub7,2,untrained,1
day2,sub7,29,trained,1
day2,sub7,3,untrained,1
day2,sub7,4,trained,1
day2,sub7,38,untrained,0
day2,sub7,5,untrained,1
day2,sub7,11,trained,1
day2,sub7,13,trained,1
day2,sub7,22,trained,1
day2,sub7,44,untrained,0
day2,sub7,35,untrained,0
day2,sub7,1,trained,1
day2,sub7,27,trained,1
day2,sub7,6,untrained,1
day2,sub7,16,untrained,1
day2,sub7,45,untrained,1
day2,sub7,10,untrained,1
day2,sub7,8,trained,1
day2,sub7,25,untrained,1
day2,sub7,24,trained,1
day2,sub7,28,untrained,1
day2,sub7,7,trained,1
day2,sub7,18,trained,1
day2,sub7,32,untrained,1
day2,sub7,42,untrained,1
day2,sub7,20,untrained,1
day2,sub7,39,untrained,0
day2,sub7,14,trained,1
day2,sub7,19,untrained,1
day2,sub8,8,trained,1
day2,sub8,13,trained,1
day2,sub8,27,trained,1
day2,sub8,45,untrained,0
day2,sub8,28,untrained,1
day2,sub8,20,untrained,1
day2,sub8,35,untrained,0
day2,sub8,9,untrained,1
day2,sub8,31,untrained,1
day2,sub8,22,trained,1
day2,sub8,47,untrained,0
day2,sub8,30,trained,1
day2,sub8,24,trained,1
day2,sub8,7,trained,1
day2,sub8,19,untrained,1
day2,sub8,10,untrained,1
day2,sub8,44,untrained,0
day2,sub8,18,trained,1
day2,sub8,15,untrained,1
day2,sub8,33,untrained,0
day2,sub8,38,untrained,0
day2,sub8,6,untrained,1
day2,sub8,21,untrained,1
day2,sub8,36,untrained,0
day2,sub8,4,trained,1
day2,sub8,1,trained,1
day2,sub8,41,untrained,0
day2,sub8,3,untrained,1
day2,sub8,43,untrained,1
day2,sub8,46,untrained,0
day2,sub8,37,untrained,0
day2,sub8,17,trained,1
day2,sub8,32,untrained,1
day2,sub8,16,untrained,1
day2,sub8,11,trained,0
day2,sub8,23,trained,1
day2,sub8,34,untrained,0
day2,sub8,42,untrained,0
day2,sub8,2,untrained,1
day2,sub8,48,untrained,0
day2,sub8,5,untrained,1
day2,sub8,14,trained,1
day2,sub8,26,untrained,1
day2,sub8,25,untrained,1
day2,sub8,39,untrained,1
day2,sub8,40,untrained,0
day2,sub8,12,trained,1
day2,sub8,29,trained,1
day2,sub8,10,untrained,1
day2,sub8,29,trained,1
day2,sub8,12,trained,1
day2,sub8,45,untrained,0
day2,sub8,47,untrained,0
day2,sub8,38,untrained,0
day2,sub8,33,untrained,0
day2,sub8,1,trained,1
day2,sub8,32,untrained,1
day2,sub8,31,untrained,1
day2,sub8,37,untrained,0
day2,sub8,17,trained,1
day2,sub8,15,untrained,1
day2,sub8,3,untrained,1
day2,sub8,11,trained,1
day2,sub8,5,untrained,1
day2,sub8,30,trained,1
day2,sub8,43,untrained,0
day2,sub8,28,untrained,1
day2,sub8,6,untrained,1
day2,sub8,35,untrained,0
day2,sub8,41,untrained,0
day2,sub8,26,untrained,1
day2,sub8,7,trained,1
day2,sub8,2,untrained,1
day2,sub8,40,untrained,0
day2,sub8,16,untrained,1
day2,sub8,25,untrained,1
day2,sub8,14,trained,1
day2,sub8,20,untrained,1
day2,sub8,34,untrained,1
day2,sub8,23,trained,1
day2,sub8,4,trained,1
day2,sub8,13,trained,1
day2,sub8,21,untrained,1
day2,sub8,22,trained,1
day2,sub8,24,trained,1
day2,sub8,42,untrained,0
day2,sub8,39,untrained,0
day2,sub8,36,untrained,0
day2,sub8,8,trained,1
day2,sub8,18,trained,1
day2,sub8,44,untrained,0
day2,sub8,46,untrained,0
day2,sub8,27,trained,1
day2,sub8,48,untrained,0
day2,sub8,9,untrained,1
day2,sub8,19,untrained,1
day2,sub9,35,untrained,0
day2,sub9,16,untrained,1
day2,sub9,47,untrained,0
day2,sub9,1,trained,1
day2,sub9,38,untrained,0
day2,sub9,44,untrained,1
day2,sub9,21,untrained,1
day2,sub9,23,trained,1
day2,sub9,18,trained,1
day2,sub9,20,untrained,1
day2,sub9,5,untrained,1
day2,sub9,6,untrained,1
day2,sub9,2,untrained,1
day2,sub9,22,trained,1
day2,sub9,11,trained,1
day2,sub9,37,untrained,1
day2,sub9,24,trained,1
day2,sub9,17,trained,1
day2,sub9,26,untrained,1
day2,sub9,39,untrained,0
day2,sub9,15,untrained,1
day2,sub9,7,trained,1
day2,sub9,33,untrained,0
day2,sub9,3,untrained,1
day2,sub9,45,untrained,0
day2,sub9,28,untrained,1
day2,sub9,27,trained,1
day2,sub9,31,untrained,1
day2,sub9,36,untrained,0
day2,sub9,13,trained,1
day2,sub9,8,trained,1
day2,sub9,40,untrained,0
day2,sub9,12,trained,1
day2,sub9,4,trained,1
day2,sub9,42,untrained,0
day2,sub9,46,untrained,0
day2,sub9,25,untrained,1
day2,sub9,10,untrained,1
day2,sub9,30,trained,1
day2,sub9,41,untrained,0
day2,sub9,9,untrained,1
day2,sub9,32,untrained,1
day2,sub9,14,trained,1
day2,sub9,43,untrained,0
day2,sub9,19,untrained,1
day2,sub9,29,trained,1
day2,sub9,48,untrained,0
day2,sub9,34,untrained,0
day2,sub9,47,untrained,0
day2,sub9,39,untrained,0
day2,sub9,26,untrained,1
day2,sub9,18,trained,1
day2,sub9,11,trained,1
day2,sub9,48,untrained,1
day2,sub9,8,trained,1
day2,sub9,6,untrained,1
day2,sub9,21,untrained,1
day2,sub9,25,untrained,1
day2,sub9,46,untrained,1
day2,sub9,4,trained,1
day2,sub9,27,trained,1
day2,sub9,12,trained,1
day2,sub9,40,untrained,0
day2,sub9,16,untrained,1
day2,sub9,31,untrained,1
day2,sub9,38,untrained,0
day2,sub9,17,trained,1
day2,sub9,15,untrained,1
day2,sub9,43,untrained,0
day2,sub9,19,untrained,1
day2,sub9,13,trained,1
day2,sub9,10,untrained,1
day2,sub9,20,untrained,1
day2,sub9,2,untrained,1
day2,sub9,14,trained,1
day2,sub9,34,untrained,0
day2,sub9,24,trained,1
day2,sub9,45,untrained,1
day2,sub9,41,untrained,1
day2,sub9,30,trained,1
day2,sub9,22,trained,1
day2,sub9,29,trained,1
day2,sub9,7,trained,1
day2,sub9,44,untrained,1
day2,sub9,33,untrained,0
day2,sub9,9,untrained,1
day2,sub9,3,untrained,1
day2,sub9,37,untrained,0
day2,sub9,5,untrained,1
day2,sub9,28,untrained,1
day2,sub9,36,untrained,1
day2,sub9,1,trained,1
day2,sub9,32,untrained,1
day2,sub9,42,untrained,1
day2,sub9,35,untrained,0
day2,sub9,23,trained,1
day3,sub1,28,untrained,1
day3,sub1,30,trained,1
day3,sub1,4,trained,1
day3,sub1,24,trained,1
day3,sub1,27,trained,1
day3,sub1,32,untrained,1
day3,sub1,2,untrained,1
day3,sub1,41,untrained,0
day3,sub1,29,trained,1
day3,sub1,3,untrained,0
day3,sub1,10,untrained,1
day3,sub1,46,untrained,1
day3,sub1,22,trained,1
day3,sub1,6,untrained,1
day3,sub1,31,untrained,1
day3,sub1,11,trained,1
day3,sub1,21,untrained,1
day3,sub1,38,untrained,0
day3,sub1,15,untrained,1
day3,sub1,44,untrained,1
day3,sub1,23,trained,1
day3,sub1,26,untrained,1
day3,sub1,43,untrained,1
day3,sub1,40,untrained,0
day3,sub1,20,untrained,1
day3,sub1,5,untrained,1
day3,sub1,37,untrained,0
day3,sub1,18,trained,1
day3,sub1,42,untrained,0
day3,sub1,34,untrained,0
day3,sub1,16,untrained,1
day3,sub1,48,untrained,1
day3,sub1,45,untrained,1
day3,sub1,13,trained,1
day3,sub1,19,untrained,1
day3,sub1,47,untrained,0
day3,sub1,39,untrained,0
day3,sub1,36,untrained,0
day3,sub1,14,trained,1
day3,sub1,17,trained,1
day3,sub1,9,untrained,1
day3,sub1,12,trained,1
day3,sub1,33,untrained,0
day3,sub1,35,untrained,0
day3,sub1,7,trained,1
day3,sub1,8,trained,1
day3,sub1,1,trained,1
day3,sub1,25,untrained,1
day3,sub1,19,untrained,1
day3,sub1,4,trained,1
day3,sub1,38,untrained,1
day3,sub1,20,untrained,1
day3,sub1,12,trained,1
day3,sub1,36,untrained,0
day3,sub1,40,untrained,0
day3,sub1,1,trained,1
day3,sub1,34,untrained,0
day3,sub1,26,untrained,1
day3,sub1,37,untrained,0
day3,sub1,29,trained,1
day3,sub1,22,trained,1
day3,sub1,16,untrained,1
day3,sub1,13,trained,1
day3,sub1,43,untrained,0
day3,sub1,24,trained,1
day3,sub1,42,untrained,0
day3,sub1,32,untrained,1
day3,sub1,31,untrained,1
day3,sub1,41,untrained,0
day3,sub1,6,untrained,1
day3,sub1,14,trained,1
day3,sub1,11,trained,1
day3,sub1,8,trained,1
day3,sub1,30,trained,1
day3,sub1,5,untrained,1
day3,sub1,23,trained,1
day3,sub1,47,untrained,0
day3,sub1,45,untrained,1
day3,sub1,21,untrained,1
day3,sub1,46,untrained,0
day3,sub1,28,untrained,1
day3,sub1,48,untrained,0
day3,sub1,33,untrained,0
day3,sub1,39,untrained,0
day3,sub1,3,untrained,1
day3,sub1,10,untrained,1
day3,sub1,25,untrained,1
day3,sub1,15,untrained,1
day3,sub1,7,trained,1
day3,sub1,18,trained,1
day3,sub1,17,trained,1
day3,sub1,27,trained,1
day3,sub1,35,untrained,0
day3,sub1,44,untrained,0
day3,sub1,2,untrained,1
day3,sub1,9,untrained,1
day3,sub10,31,trained,1
day3,sub10,16,trained,1
day3,sub10,30,untrained,0
day3,sub10,43,untrained,0
day3,sub10,3,trained,1
day3,sub10,44,untrained,0
day3,sub10,19,trained,1
day3,sub10,46,untrained,0
day3,sub10,13,untrained,1
day3,sub10,21,trained,1
day3,sub10,18,untrained,1
day3,sub10,45,untrained,1
day3,sub10,37,untrained,1
day3,sub10,24,untrained,1
day3,sub10,15,trained,
day3,sub10,40,untrained,0
day3,sub10,20,trained,1
day3,sub10,34,untrained,0
day3,sub10,2,trained,1
day3,sub10,10,trained,1
day3,sub10,4,untrained,1
day3,sub10,26,trained,1
day3,sub10,27,untrained,1
day3,sub10,12,untrained,1
day3,sub10,32,trained,1
day3,sub10,39,untrained,1
day3,sub10,25,trained,1
day3,sub10,17,untrained,1
day3,sub10,38,untrained,0
day3,sub10,22,untrained,1
day3,sub10,5,trained,1
day3,sub10,11,untrained,1
day3,sub10,9,trained,1
day3,sub10,33,untrained,0
day3,sub10,8,untrained,1
day3,sub10,47,untrained,0
day3,sub10,28,trained,1
day3,sub10,42,untrained,0
day3,sub10,7,untrained,1
day3,sub10,29,untrained,1
day3,sub10,6,trained,1
day3,sub10,35,untrained,0
day3,sub10,23,untrained,1
day3,sub10,36,untrained,0
day3,sub10,14,untrained,1
day3,sub10,41,untrained,0
day3,sub10,1,untrained,1
day3,sub10,48,untrained,0
day3,sub10,37,untrained,0
day3,sub10,27,untrained,1
day3,sub10,28,trained,1
day3,sub10,47,untrained,0
day3,sub10,21,trained,1
day3,sub10,6,trained,1
day3,sub10,24,untrained,1
day3,sub10,10,trained,1
day3,sub10,45,untrained,0
day3,sub10,19,trained,1
day3,sub10,16,trained,1
day3,sub10,44,untrained,0
day3,sub10,17,untrained,1
day3,sub10,5,trained,1
day3,sub10,9,trained,1
day3,sub10,26,trained,1
day3,sub10,43,untrained,0
day3,sub10,18,untrained,1
day3,sub10,29,untrained,1
day3,sub10,1,untrained,1
day3,sub10,34,untrained,0
day3,sub10,12,untrained,1
day3,sub10,35,untrained,0
